siteid,sitename,reference,doi,collunitid,handle,discovery,analysisunitid,analysisunitname,labnumber,uncal14Cage,uncal14Cerr,>,materialdated,taxondated,elementdated,depth,notes,method,d13C,%C,%N,C:N
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-234739,610,40,FALSE,"Seeds, Unidentified nutshell",,,,Pit (Unit G).,,-28.2,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-234740,490,40,FALSE,"Seeds, Unidentified nutshell",,,,Pit (Unit F/Feature 14a) in floor of a structure.,,-25.2,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-234742,850,40,FALSE,"Seeds, Unidentified nutshell",,,,Large pit likely superimposed by outer palisade (X-11-B/ Feature 37).,,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-234743,590,40,FALSE,"Other, Unidentified cane",,,,Unit A. Central habitation area feature.,,-25.7,,,
5291,Angel Mounds,Monaghan and Peebles 2010,,6455,ANGELMND,CARD,83491,Assemblage,Beta-237767,890,40,FALSE,"Charcoal, Juncus",Juncus,,,core 5 (~4 m above Beta-232869),,-10.1,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-237776,890,40,FALSE,"Other, Charred rush (juncaceae)",Juncaceae,,,Unidentified burnt feature in the Mound A conical offset. Sample retrieved through coring.,,-10.1,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-241192,660,40,FALSE,Charcoal,,,,Unit A. Structural feature.,,-23.7,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-241193,720,40,FALSE,"Charcoal, Carya sp.",Carya,,,"Palisade trench fill (U-9-A, possible Heavy Trench).",,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-241194,890,40,FALSE,"Charcoal, Fraxinus sp.",Fraxinus,,,Outer Palisade trench fill (H-20-A).,,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-241195,740,40,FALSE,Charcoal,,,,Inner palisade trench fill (N-13-C).,,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-246694,690,40,FALSE,"Other, Charred cane (Arundinaria gigantae)",Arundinaria gigantea,,,Structure in Unit AC possible post mold base.,,-25.9,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-246695,570,40,FALSE,"Charcoal, Charred wood (Gleditsia triacanthos)",Gleditsia triacanthos,,,Base of Unit A domestic features.,,-24.9,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-246696,610,40,FALSE,"Charcoal, Charred wood (acer)",Acer,,,Midden feature (Unit AD).,,-22.4,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-252378,750,40,FALSE,"Wood, Wood (carya)",Carya,,,Base of post mold associated with Mound A upper platform structure conical offset.,,-26.6,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-252379,690,40,FALSE,"Charcoal, Charred wood (fraxinus)",Fraxinus,,,Pit (MA/Feature 3) on Mound A upper platform,,-26.2,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-264811,760,40,FALSE,"Other, charred cane",,,,"Unit K domestic feature, woven mat",,-26.1,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-264864,760,40,FALSE,Charcoal,,,,Post mold fill on old ground surface below Mound F.,,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-265981,1180,40,FALSE,Pottery Residue,,,,Interior surface of pottery vessel (Unit K).,,-17.9,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-278196,570,40,FALSE,"Charcoal, Fraxinus sp.",Fraxinus,,,"Palisade trench fill (Northern Outer Palisade, S-7-C).",,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-278197,530,40,FALSE,"Charcoal, Robinia pseudoacacia",Robinia pseudoacacia,,,"Palisade trench fill (East Village Outer Palisade, V-9-A).",,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-278198,790,40,FALSE,"Charcoal, Carya sp.",Carya,,,"Palisade trench fill (East Village Outer Palisade, X-11-B).",,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-278199,790,40,FALSE,"Charcoal, Carya sp.",Carya,,,"Palisade trench fill (East Village Heavy Trench, X-11-C).",,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-284695,670,40,FALSE,Charcoal,,,,"Palisade trench fill (Screen, W-10-B).",,-24.4,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-284696,1160,40,FALSE,Charcoal,,,,"Palisade trench fill (Inner Palisade, Q-9- A).",,-25.5,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-284697,550,40,FALSE,"Charcoal, Acer sp.",Acer,,,"Wall trench fill superimposing a palisade trench (East Village Heavy Trench, W- 10-D).",,-26,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-286636,1090,40,FALSE,"Charcoal, Quercus sp.",Quercus,,,"Palisade trench fill (Northern Outer Palisade, K-11-B).",,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-130353,550,50,FALSE,Charcoal,,,,Duplicate sample of DIC-1024.,,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-130354,560,50,FALSE,Unknown,,,,Fill of a possible pit (Feature 32/Q-8-C).,,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-252377,520,50,FALSE,"Seeds, Charred nutshell (carya)",Carya,,,Roof of structure near conical offset (MA/F2).,,-24.7,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-241196,630,60,FALSE,"Charcoal, Ulmus rubra",Ulmus rubra,,,Southern outer palisade bastion posthole (O-7-C).,,,,,
5293,Bowen,University of Michigan Radiocarbon Dates XV,https://doi.org/10.1017/S0033822200001089,6457,BOWEN,lit search,83493,Assemblage,M-2422,740,110,FALSE,charred wood,,,,,conventional radiometric,,,,
5293,Bowen,University of Michigan Radiocarbon Dates XV,https://doi.org/10.1017/S0033822200001089,6457,BOWEN,lit search,83493,Assemblage,M-2421,1370,130,FALSE,charred wood,,,,date rejected by author,conventional radiometric,,,,
5299,Yankeetown [12W1],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6463,YANKTOWN,lit search,83499,Assemblage,M-2007,1050,130,FALSE,carbonized wood,,,,,conventional radiometric,,,,
5299,Yankeetown [12W1],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6463,YANKTOWN,lit search,83499,Assemblage,M-2008,2250,140,FALSE,carbonized wood,,,,,conventional radiometric,,,,
5299,Yankeetown [12W1],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6463,YANKTOWN,lit search,83499,Assemblage,M-2009,2740,150,FALSE,burned nut shells,,,,,conventional radiometric,,,,
5299,Yankeetown [12W1],USGS Radiocarbon Dates IV,https://doi.org/10.1126/science.127.3313.1476,6463,YANKTOWN,lit search,83499,Assemblage,W-428,4030,160,FALSE,wood,,,,,conventional radiometric,,,,
5299,Yankeetown [12W1],University of Michigan Radiocarbon Dates XV,https://doi.org/10.1017/S0033822200001089,6463,YANKTOWN,lit search,83499,Assemblage,M-2424,2840,250,FALSE,carbonized plant material,,,,,conventional radiometric,,,,
5299,Yankeetown [12W1],Pritchett 2013,,6463,YANKTOWN,lit search,83499,Assemblage,B-17320,1220,110,FALSE,,,,,,,,,,
5299,Yankeetown [12W1],Pritchett 2013,,6463,YANKTOWN,lit search,83499,Assemblage,B-17321,1160,120,FALSE,,,,,,,,,,
5327,Megenity Peccary Cave,3144,,6491,MEGPECCV,lit search,83527,Assemblage,Beta-31905,14125,140,FALSE,"bone, Microtus xanthognathus",Microtus xanthognathus,,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20579,13240,70,FALSE,bone,Microtus xanthognathus,R. Mandible,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20580,13580,80,FALSE,bone,Microtus xanthognathus,L. Mandible,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20581,13660,80,FALSE,bone,Microtus xanthognathus,R. Mandible,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20582,17750,100,FALSE,bone,Microtus xanthognathus,R. Mandible,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20583,3470,60,FALSE,bone,Neotoma floridana,Proximal L. Ulna,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20584,1250,60,FALSE,bone,Neotoma floridana,Radius,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20585,3470,60,FALSE,bone,Neotoma floridana,Distal L. Tibia,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20586,2450,60,FALSE,bone,Neotoma floridana,R. Mandible,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20587,50700,NA,TRUE,bone,Neotoma floridana,Ulna,,,accelerator mass spectrometry,,,,
5327,Megenity Peccary Cave,16894,,6491,MEGPECCV,researcher contributed,83527,Assemblage,CAMS-20588,50090,3390,FALSE,bone,Neotoma floridana,Distal L. Tibia,,,accelerator mass spectrometry,,,,
5355,Patton Cave,16894,,6519,PATTON2,researcher contributed,83558,GPL,CAMS-20591,14450,70,FALSE,bone,Microtus xanthognathus,L. Mandible,,,accelerator mass spectrometry,,,,
5367,Moccasin Bluff [20BE-B8],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6531,MOCCBLUF,lit search,83571,Assemblage,M-1935,310,100,FALSE,wood,Carya ovata,,,,conventional radiometric,,,,
5367,Moccasin Bluff [20BE-B8],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6531,MOCCBLUF,lit search,83571,Assemblage,M-1936,360,100,FALSE,wood,Quercus bicolor,,,,conventional radiometric,,,,
5367,Moccasin Bluff [20BE-B8],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6531,MOCCBLUF,lit search,83571,Assemblage,M-1937,890,110,FALSE,wood,Quercus bicolor,,,,conventional radiometric,,,,
5367,Moccasin Bluff [20BE-B8],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6531,MOCCBLUF,lit search,83571,Assemblage,M-1938,860,110,FALSE,wood,,,,Celtis occidentalis; Quercus bicolor; Castanea dentata; Acer sp.,conventional radiometric,,,,
5367,Moccasin Bluff [20BE-B8],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6531,MOCCBLUF,lit search,83571,Assemblage,M-1939,740,110,FALSE,wood,Quercus bicolor,,,,conventional radiometric,,,,
5367,Moccasin Bluff [20BE-B8],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6531,MOCCBLUF,lit search,83571,Assemblage,M-1940,800,110,FALSE,wood,,,,Celtis occidentalis; Quercus alba; Acer sp.; Carya sp.; Castanea dentata; Quercus bicolor; Platanus occidentalis,conventional radiometric,,,,
5367,Moccasin Bluff [20BE-B8],University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,6531,MOCCBLUF,lit search,83571,Assemblage,M-1941,890,110,FALSE,wood,Platanus occidentalis,,,,conventional radiometric,,,,
5379,Victor Bridge,University of Wisconsin Radiocarbon Dates XVI,https://doi.org/10.1017/S0033822200004264,6544,VICTORBR,lit search,83584,Assemblage,WIS-922,1220,55,FALSE,charcoal,,,,,conventional radiometric,-25.5,,,
5379,Victor Bridge,University of Wisconsin Radiocarbon Dates XVI,https://doi.org/10.1017/S0033822200004264,6544,VICTORBR,lit search,83584,Assemblage,WIS-912,1355,60,FALSE,charcoal,,,,,conventional radiometric,-26.4,,,
5379,Victor Bridge,University of Wisconsin Radiocarbon Dates XVI,https://doi.org/10.1017/S0033822200004264,6544,VICTORBR,lit search,83584,Assemblage,WIS-921,1155,60,FALSE,charcoal,,,,,conventional radiometric,-25.3,,,
5379,Victor Bridge,University of Wisconsin Radiocarbon Dates XVI,https://doi.org/10.1017/S0033822200004264,6544,VICTORBR,lit search,83584,Assemblage,WIS-917,1370,65,FALSE,charcoal,,,,,conventional radiometric,-25.4,,,
5381,Collins [23MN223],Illinois Geological Survey Radiocarbon Dates VI,https://doi.org/10.1017/S0033822200002022,6546,COLLINS,lit search,83586,Assemblage,ISGS-175,975,75,FALSE,wood charcoal,,,,,conventional radiometric,,,,
5381,Collins [23MN223],University of Michigan Radiocarbon Dates XV,https://doi.org/10.1017/S0033822200001089,6546,COLLINS,lit search,83586,Assemblage,M-2143,2520,150,FALSE,charcoal,,,35.6-60.9 cm,,conventional radiometric,,,,
5381,Collins [23MN223],University of Michigan Radiocarbon Dates XV,https://doi.org/10.1017/S0033822200001089,6546,COLLINS,lit search,83586,Assemblage,M-2142,2610,200,FALSE,charcoal,,,45.7-71.1 cm,,conventional radiometric,,,,
5382,Muskrat Run,University of Wisconsin Radiocarbon Dates XVI,https://doi.org/10.1017/S0033822200004264,6547,MUSKRAT,lit search,83587,Assemblage,WIS-913,1435,60,FALSE,charcoal,,,,,conventional radiometric,-27.7,,,
5382,Muskrat Run,University of Wisconsin Radiocarbon Dates XVI,https://doi.org/10.1017/S0033822200004264,6547,MUSKRAT,lit search,83587,Assemblage,WIS-915,1290,65,FALSE,charcoal,,,,,conventional radiometric,-25.7,,,
5382,Muskrat Run,University of Wisconsin Radiocarbon Dates XVI,https://doi.org/10.1017/S0033822200004264,6547,MUSKRAT,lit search,83587,Assemblage,WIS-924,985,65,FALSE,charcoal and bone,,,,,conventional radiometric,-22.5,,,
5382,Muskrat Run,University of Wisconsin Radiocarbon Dates XVI,https://doi.org/10.1017/S0033822200004264,6547,MUSKRAT,lit search,83587,Assemblage,WIS-916,1290,70,FALSE,charcoal,,,,,conventional radiometric,-25.5,,,
5385,Ross [23MN260],Meinkoth 2000,,6550,ROSSMO,CARD,83590,Assemblage,Tx-3136,1720,50,FALSE,Unknown,,,,,conventional radiometric,,,,
5385,Ross [23MN260],Meinkoth 2000,,6550,ROSSMO,CARD,83590,Assemblage,Tx-3137,1480,110,FALSE,Unknown,,,,,conventional radiometric,,,,
5385,Ross [23MN260],Meinkoth 2000,,6550,ROSSMO,CARD,83590,Assemblage,Tx-3138,1360,120,FALSE,Unknown,,,,,conventional radiometric,,,,
5399,Breckenridge Shelter [3CR2],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6564,BRCKNRDG,lit search,83604,Assemblage,M-1688,0,100,FALSE,charcoal,,,,date rejected as contaminated,conventional radiometric,,,,
5399,Breckenridge Shelter [3CR2],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6564,BRCKNRDG,lit search,83604,Assemblage,M-1689,140,100,FALSE,charcoal,,,,,conventional radiometric,,,,
5399,Breckenridge Shelter [3CR2],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6564,BRCKNRDG,lit search,83604,Assemblage,M-1690,520,100,FALSE,charcoal,,,,,conventional radiometric,,,,
5399,Breckenridge Shelter [3CR2],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6564,BRCKNRDG,lit search,83604,Assemblage,M-1687,820,110,FALSE,wood,,,,,conventional radiometric,,,,
5399,Breckenridge Shelter [3CR2],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6564,BRCKNRDG,lit search,83604,Assemblage,M-1691,1590,130,FALSE,charcoal,,,,,conventional radiometric,,,,
5404,Salts Bluff [3BE18],Fritz 1986,,6569,SALTSBLF,CARD,83609,Assemblage,Beta-14588,650,80,FALSE,seeds,Zea mays,"Seeds, Zea mays, 8-row, charred",,"Trench 15, Block 8, 4-6"" Deep",accelerator mass spectrometry,,,,
5404,Salts Bluff [3BE18],Fritz 1986,,6569,SALTSBLF,CARD,83609,Assemblage,SMU-1684,1310,49,FALSE,Unknown,,,,"10"" Deep",conventional radiometric,,,,
5412,Eden Bluff [3BE6],"Fritz and Smith, 1988",,6577,EDENBLUF,lit search,83617,Assemblage,unknown,1930,100,FALSE,seeds,Chenopodium sp.,seeds,,,accelerator mass spectrometry,,,,
5412,Eden Bluff [3BE6],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6577,EDENBLUF,lit search,83617,Assemblage,M-1702,870,110,FALSE,grass,,,76 cm,,conventional radiometric,,,,
5412,Eden Bluff [3BE6],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6577,EDENBLUF,lit search,83617,Assemblage,M-1703A,1320,120,FALSE,textile,,,76 cm,,conventional radiometric,,,,
5412,Eden Bluff [3BE6],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6577,EDENBLUF,lit search,83617,Assemblage,M-1703,1750,130,FALSE,charred bone,,,84 cm,,conventional radiometric,,,,
5418,Alred Bluff [3BE1],"Horton, Elizabeth Temple, ""The Ties That Bind: Fabric Traditions and Fiber Use in the Ozark Plateau"" (2010). All Theses and Dissertations (ETDs). Paper 155.",,6583,ALREDBLF,CARD,83623,Assemblage,OS-71611,1790,20,FALSE,"Textile, Interlaced Basketry",,,,Sketch 16 Inches,accelerator mass spectrometry,,,,
5418,Alred Bluff [3BE1],"Horton, Elizabeth Temple, ""The Ties That Bind: Fabric Traditions and Fiber Use in the Ozark Plateau"" (2010). All Theses and Dissertations (ETDs). Paper 155.",,6583,ALREDBLF,CARD,83623,Assemblage,OS-71605,1760,25,FALSE,"Textile, Twined Fabrics",,,,"In Second Shelter, 20 Inches",accelerator mass spectrometry,,,,
5419,Brown Bluff [3WA10],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6584,BROWNBLF,lit search,83624,Assemblage,M-1711,840,110,FALSE,nuts,,,,,conventional radiometric,,,,
5419,Brown Bluff [3WA10],University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,6584,BROWNBLF,lit search,83624,Assemblage,M-1711A,790,110,FALSE,"burned gourd, deer antler, textile",,,,,conventional radiometric,,,,
5433,Marble Bluff [3SE1],"Fritz and Smith, 1988",,6598,MARBLEBL,CARD,83638,Assemblage,SMU-1682,2926,40,FALSE,seeds,Chenopodium sp.,"Seeds, Chenopodium sp. (4.37 G), charred",,"Unit 64, Block 16",conventional radiometric,,,,
5433,Marble Bluff [3SE1],Fritz 1986,,6598,MARBLEBL,CARD,83638,Assemblage,SMU-1681,2843,44,FALSE,Charcoal,,,,"Unit 64, Block 16",conventional radiometric,,,,
5443,Lilbourn [23NM38],Lafferty and Price 1996,,7698,LLBRN,lit search,91994,Assemblage,DIC-189,790,60,FALSE,,,,,,conventional radiometric,,,,
5443,Lilbourn [23NM38],Lafferty and Price 1996,,7698,LLBRN,lit search,91994,Assemblage,N-1490,580,75,FALSE,,,,,,conventional radiometric,,,,
5443,Lilbourn [23NM38],Lafferty and Price 1996,,7698,LLBRN,lit search,91994,Assemblage,N-1491,650,75,FALSE,,,,,,conventional radiometric,,,,
5443,Lilbourn [23NM38],Lafferty and Price 1996,,7698,LLBRN,lit search,91994,Assemblage,N-1492,795,75,FALSE,,,,,,conventional radiometric,,,,
5443,Lilbourn [23NM38],Lafferty and Price 1996,,7698,LLBRN,lit search,91994,Assemblage,N-1493,595,75,FALSE,,,,,,conventional radiometric,,,,
5443,Lilbourn [23NM38],Lafferty and Price 1996,,7698,LLBRN,lit search,91994,Assemblage,N-1494,780,75,FALSE,,,,,,conventional radiometric,,,,
5443,Lilbourn [23NM38],Lafferty and Price 1996,,7698,LLBRN,lit search,91994,Assemblage,N-1495,590,75,FALSE,,,,,,conventional radiometric,,,,
5443,Lilbourn [23NM38],Riken Natural Radiocarbon Measurements VIII,https://doi.org/10.1017/S0033822200059646,7698,LLBRN,lit search,91994,Assemblage,N-1232,830,85,FALSE,charcoal,,,,,conventional radiometric,,,,
5443,Lilbourn [23NM38],Riken Natural Radiocarbon Measurements VIII,https://doi.org/10.1017/S0033822200059646,7698,LLBRN,lit search,91994,Assemblage,N-1233,835,85,FALSE,charcoal,,,,,conventional radiometric,,,,
